RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1324,28/04/2020 23:54,week 2,3,3,0, , , ,No,Neither easy nor difficult,Somewhat willing,Sometimes,Sometimes,Rarely,Sometimes,Always,Not at all,Not at all,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Not at all,Not at all,Not at all,Rarely,Sometimes,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884444576,Male,48,Selangor,Don't know,1,Full time employment,10,Not at all,Not at all,Not at all,Not at all
1325,28/04/2020 23:56,week 2,4,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Sometimes,Always, , ,Always,Frequently,Always,Always,Always,Sometimes,Frequently,Always,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.876969081,Male,60,Selangor,5,0,Retired,9,More than half the days,Not at all,Not at all,Not at all
1326,28/04/2020 23:58,week 2,4,10,10, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Always,Frequently,Sometimes,Not at all,Rarely,Not at all,Not at all,Not at all, ,Not at all,Always,Sometimes,Sometimes,Frequently,Rarely,Not at all,Sometimes,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Pekerja kerajaan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.928559093,Female,26,Johor,4,0,Full time employment,5,Several days,Several days,Prefer not to say,Prefer not to say
1327,28/04/2020 23:58,week 2,1,10,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.044897557,Female,39,Melaka,4,2,Full time employment,7,Several days,Not at all,Several days,Several days
1328,28/04/2020 23:59,week 2,6,1,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Frequently,Always,Always,Always,Always, ,Always,Rarely,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.308566468,Female,31,Serawak,6,1,Full time student,3,Nearly every day,Nearly every day,Several days,Not at all
1329,29/04/2020 00:00,week 2,4,2,1, , , ,No,Very easy,Somewhat willing,Always,Always,Frequently,Always,Not at all,Not at all,Not at all,Not at all,Sometimes, ,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Always,Always,Always,12,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.118431932,Female,59,Serawak,4,0,Full time employment,8,Several days,Several days,Several days,Not at all
1330,29/04/2020 00:00,week 2,1,20,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Not at all,Always,Not at all,Always,Not at all, ,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,15,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.844069381,Male,41,Johor,2,0,Full time employment,6,Not at all,Not at all,Not at all,Not at all
1331,29/04/2020 00:01,week 2,1,0,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.8711466,Male,54,Penang,2,0,Full time employment,4,Several days,Several days,Several days,Several days
1332,29/04/2020 00:02,week 2,4,0,0, , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,30,Selangor,5,3,Not working,9,Several days,Several days,Not at all,Several days
1333,29/04/2020 00:03,week 2,0,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Sometimes,Frequently,Always,Not at all,Always,Frequently,Not at all,Frequently,Always,Always,Always,Sometimes,Sometimes,Not at all,Rarely,Frequently,Sometimes,5,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , , , , , , , , ,1.200457162,Male,28,Serawak,8 or more,2,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
1334,29/04/2020 00:05,week 2,1,0,0, , , ,No,Not sure,Not sure,Sometimes,Frequently,Sometimes,Not at all,Frequently,Frequently,Not at all,Not at all, , ,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Rarely,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.544614124,Male,37,Kuala Lumpur,2,0,Unemployed,4,More than half the days,More than half the days,More than half the days,Nearly every day
1335,29/04/2020 00:05,week 2,3,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,13, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.99047065,Female,23,Penang,3,0,Full time student,7,Not at all,Not at all,Not at all,Not at all
1336,29/04/2020 00:07,week 2,2,3,0, , , ,Yes,Somewhat easy,Neither willing nor unwilling,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Rarely,Always,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.892491252,Female,31,Selangor,3,1,Not working,8,Several days,More than half the days,Several days,Not at all
1337,29/04/2020 00:07,week 2,0,10,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Rarely,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.920083552,Female,40,Johor,4,2,Not working,7,Several days,Several days,Several days,Several days
1338,29/04/2020 00:07,week 2,1,2,2, , , ,No,Neither easy nor difficult,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested positive", , , , , , , ,0.86294188,Female,50,Johor,2,0,Unemployed,10,Not at all,More than half the days,More than half the days,Several days
1339,29/04/2020 00:08,week 2,0,5,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Frequently,Always,Not at all,Always,Not at all,Not at all, ,Always,Not at all,Not at all,Not at all,Always,Rarely,Always,Always,Sometimes,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.928559093,Female,34,Johor,1,0,Full time employment,4,Several days,Not at all,Not at all,Not at all
1340,29/04/2020 00:08,week 2,0,7,0, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Always, ,Sometimes,Frequently,Frequently,Always,Always,Frequently,Rarely,Rarely,Frequently,Frequently,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.953440455,Female,36,Selangor,1,0,Full time employment,7,Several days,Several days,Several days,Not at all
1341,29/04/2020 00:09,week 2,7,10,2, , , ,Yes,Very easy,Somewhat unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Rarely,Rarely,Sometimes,Not at all,Not at all,Not at all,Always,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.192034977,Female,52,Kuala Lumpur,8 or more,1,Full time employment,7,Nearly every day,More than half the days,More than half the days,Nearly every day
1342,29/04/2020 00:10,week 2,0,0,0, , , ,Yes,Very easy,Somewhat willing,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Sometimes,Sometimes,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.880782097,Female,51,Penang,2,0,Full time employment,3,Several days,Not at all,Several days,Several days
1343,29/04/2020 00:11,week 2,6,0,0, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Rarely,Not at all,Not at all,Always,Always,Frequently,Not at all,Always,Always,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, ,0.85608778,Female,45,Kuala Lumpur,1,1,Full time employment,6,More than half the days,More than half the days,Several days,More than half the days
1344,29/04/2020 00:11,week 2,8,50,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Rarely, ,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,8,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.054522849,Female,32,Melaka,8 or more,0,Full time employment,6,Not at all,Several days,Not at all,Not at all
1345,29/04/2020 10:57,week 2,4,3,0, , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Frequently,Always,Frequently,Sometimes,Frequently, ,Always,Always,Always,Always,Always,Always,Always,Rarely,Rarely,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.96222327,Female,28,Selangor,Prefer not to say,5 or more,Unemployed,7,Not at all,Several days,Not at all,Several days
1346,29/04/2020 08:59,week 2,1,1,0, , , ,Not sure,Not sure,Not sure,Frequently,Always,Always,Always,Not at all,Rarely,Not at all,Rarely, , ,Not at all,Always,Always,Always,Sometimes,Sometimes,Not at all,Not at all,Frequently,Always,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,1.058712707,Male,21,Perak,Prefer not to say,0,Other,5,Not at all,Not at all,Not at all,Not at all
1347,29/04/2020 05:16,week 2,4,6,3, , , ,No,Very easy,Very willing,Frequently,Always,Rarely,Always,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Frequently,9,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,30,Selangor,2,3,Full time employment,9,Not at all,Not at all,Not at all,Not at all
1348,29/04/2020 00:11,week 2,2,30,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Rarely,Frequently,Always,Always,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Always,Not at all,Sometimes,Sometimes,Sometimes,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,40,Selangor,2,0,Full time employment,5,Several days,Several days,Several days,Several days
1349,29/04/2020 00:13,week 2,1,0,0, , , ,Yes,Very easy,Very willing,Sometimes,Always,Always,Always,Always,Always,Not at all,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.961060604,Female,26,Kedah,4,0,Not working,6,Several days,Several days,Several days,Several days
1350,29/04/2020 00:14,week 2,3,10,1, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Not at all,Always,Not at all,Sometimes, ,Not at all,Not at all,Not at all,Not at all,Always,Rarely,Rarely,Rarely,Always,Always,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"surat akhbar, media",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,41,Selangor,4,0,Full time employment,5,Several days,More than half the days,Several days,More than half the days
1351,29/04/2020 00:14,week 2,2,4,1, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Rarely,Not at all,Always,Sometimes,Always,Always,Always,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.861519433,Male,38,Penang,4,2,Full time employment,6,Several days,Several days,Several days,Not at all
1352,29/04/2020 00:15,week 2,5,5,6,No,Always,Yes,No,Very easy,Somewhat willing,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,6,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,Yes,No,Yes,No,No,No,0.951978659,Female,26,Negeri Sembilan,3,0,Part time employment,9,Several days,Not at all,Several days,Several days
1353,29/04/2020 00:16,week 2,12,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always, ,Frequently,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970408695,Female,18,Johor,8 or more,5 or more,Not working,6,Several days,Several days,Not at all,Several days
1354,29/04/2020 00:16,week 2,6,1,1, , , ,No,Somewhat difficult,Somewhat unwilling,Always,Always,Always,Frequently,Frequently,Rarely,Not at all,Not at all,Sometimes,Frequently,Not at all,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Sometimes,Frequently,10,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,28,Selangor,6,1,Full time employment,8,More than half the days,More than half the days,More than half the days,More than half the days
1355,29/04/2020 00:17,week 2,3,2,3, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Not at all,Always,Not at all,Not at all, , ,Rarely,Not at all,Not at all,Not at all,Rarely,Frequently,Always,Rarely,Frequently,Rarely,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.109337497,Male,20,Pahang,6,0,Full time student,5,Not at all,Not at all,Not at all,Not at all
1356,29/04/2020 00:17,week 2,2,0,1,No,Frequently,No,Yes,Somewhat easy,Somewhat willing,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,Yes,No,No,No,No,No,0.928559093,Female,25,Johor,3,1,Full time employment,9,Several days,Several days,Several days,Several days
1357,29/04/2020 00:18,week 2,3,1,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.894227157,Female,50,Selangor,4,0,Full time employment,8,Not at all,Not at all,Not at all,Several days
1358,29/04/2020 00:19,week 2,2,0,0, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Frequently,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,41,Selangor,3,1,Full time employment,4,Several days,Not at all,Not at all,Several days
1359,29/04/2020 00:20,week 2,2,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.822284173,Female,23,Sabah,7,0,Full time student,7,Several days,Several days,Not at all,Not at all
1360,29/04/2020 00:22,week 2,0,0,1, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Not at all,Rarely,Not at all,Not at all,Rarely, ,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,Sometimes,Always,Rarely,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.861266707,Female,26,Johor,5,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all
1361,29/04/2020 00:22,week 2,3,0,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.253295535,Female,21,Johor,4,1,Full time student,10,Not at all,Not at all,Not at all,Not at all
1362,29/04/2020 00:26,week 2,0,0,0, , , ,No,Somewhat easy,Somewhat willing,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always, ,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Frequently,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.778214945,Male,29,Sabah,4,2,Not working,3,Several days,Several days,Several days,Several days
1363,29/04/2020 00:30,week 2,5,0,0, , , ,Yes,Somewhat easy,Very willing,Rarely,Always,Not at all,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.014910968,Female,41,Perak,5,3,Part time employment,8,Several days,Several days,Several days,Several days
