RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1274,28/04/2020 22:43,week 2,1,1,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.951696831,Male,28,Selangor,1,1,Full time employment,10,Not at all,Not at all,Not at all,Not at all
1275,28/04/2020 22:43,week 2,0,0,0,No,Frequently,No,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Always,Always,Always,Always,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,0.970408695,Female,18,Johor,8 or more,0,Not working,6,Nearly every day,More than half the days,More than half the days,Several days
1276,28/04/2020 22:43,week 2,2,4,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all, ,Not at all,Not at all,Rarely,Rarely,Rarely,Always,Rarely,Rarely,Rarely,Always,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.89269842,Female,35,Kelantan,7,3,Not working,9,More than half the days,More than half the days,Not at all,Not at all
1277,28/04/2020 22:44,week 2,2,5,0, , , ,Yes,Very easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Frequently,Always,Always,Frequently,Always,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,0.941564292,Male,31,Negeri Sembilan,6,1,Full time employment,4,Several days,Several days,Not at all,Not at all
1278,28/04/2020 22:45,week 2,0,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.005590097,Female,21,Selangor,8 or more,1,Full time student,6,Not at all,Not at all,Not at all,Not at all
1279,28/04/2020 22:45,week 2,7,10,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Frequently,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,7,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,26,Selangor,7,1,Part time employment,5,Several days,Several days,Several days,Several days
1280,28/04/2020 22:46,week 2,2,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always, ,Always,Always,Always,Rarely,Always,Always,Rarely,Sometimes,Rarely,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.830180838,Female,65,Kelantan,3,1,Retired,10,Not at all,Not at all,Not at all,Not at all
1281,28/04/2020 22:46,week 2,3,10,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Always,Frequently,7,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.951696831,Male,31,Selangor,4,1,Full time employment,7,Several days,Not at all,Not at all,Not at all
1282,28/04/2020 22:47,week 2,3,1,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,Always,Always,Always,Always,Rarely,Always,Sometimes,Always,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.941525698,Female,22,Kelantan,4,2,Full time employment,9,Not at all,Several days,Not at all,Not at all
1283,28/04/2020 22:47,week 2,4,0,0,No,Not at all,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,Yes,No,No,No,No,Yes,0.886668979,Female,58,Selangor,5,2,Retired,6,Not at all,Several days,Several days,Not at all
1284,28/04/2020 22:49,week 2,3,3,1, , , ,No,Somewhat difficult,Very willing,Always,Frequently,Frequently,Frequently,Always,Rarely,Always,Frequently,Rarely, ,Frequently,Always,Always,Always,Frequently,Rarely,Always,Always,Rarely,Sometimes,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,frontliner,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.900921697,Female,27,Kelantan,4,0,Full time employment,7,Several days,Several days,Several days,Several days
1285,28/04/2020 22:50,week 2,2,20,3, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Not at all,Sometimes, ,Always,Not at all,Not at all,Not at all,Always,Rarely,Not at all,Rarely,Sometimes,Sometimes,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,kewangan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,0.951696831,Male,32,Selangor,3,0,Full time employment,6,Several days,Nearly every day,Nearly every day,Nearly every day
1286,28/04/2020 22:50,week 2,3,1,0, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Rarely,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Always,Always,8,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.928559093,Female,25,Johor,4,0,Full time employment,5,Several days,Several days,Several days,Several days
1287,28/04/2020 22:51,week 2,5,1,0, , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Frequently,Frequently,Always,Always,Not at all,Frequently, , ,Not at all,Frequently,Sometimes,Sometimes,Frequently,Rarely,Always,Not at all,Rarely,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970408695,Female,19,Johor,Prefer not to say,0,Full time student,5,Nearly every day,Several days,Several days,Prefer not to say
1288,28/04/2020 22:53,week 2,1,2,1, , , ,No,Somewhat difficult,Somewhat willing,Always,Sometimes,Frequently,Always,Not at all,Rarely,Not at all,Always,Rarely,Always,Not at all,Rarely,Rarely,Not at all,Not at all,Sometimes,Rarely,Rarely,Rarely,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.941466764,Male,45,Perak,2,1,Full time employment,6,More than half the days,Several days,Several days,Several days
1289,28/04/2020 22:53,week 2,4,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Not at all, ,Not at all,Always,Always,Always,Always,Rarely,Always,Frequently,Frequently,Rarely,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921183814,Female,28,Kuala Lumpur,5,0,Full time employment,7,Several days,Not at all,Not at all,Not at all
1290,28/04/2020 22:54,week 2,3,2,0, , , ,No,Very easy,Very willing,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Rarely,Rarely,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,36,Selangor,3,1,Full time employment,7,Several days,Several days,More than half the days,Several days
1291,28/04/2020 22:55,week 2,2,3,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,41,Selangor,2,0,Full time employment,8,Not at all,Several days,Several days,Several days
1292,28/04/2020 22:55,week 2,2,2,0, , , ,Yes,Very easy,Very willing,Always,Always,Sometimes,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.952288401,Female,36,Kedah,4,2,Full time employment,7,Several days,Several days,Several days,Several days
1293,28/04/2020 22:55,week 2,1,1,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Not at all,Always,Sometimes,Always,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.855648131,Female,60,Johor,3,0,Not working,5,Several days,Not at all,Several days,Several days
1294,28/04/2020 22:55,week 2,4,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Rarely,Not at all,Not at all,Frequently,Always,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.30429156,Female,28,Sabah,4,2,Part time employment,7,Several days,Several days,Not at all,More than half the days
1295,28/04/2020 22:56,week 2,2,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Not at all,Always,Not at all,Not at all,Not at all, ,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,7,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921183814,Female,29,Kuala Lumpur,2,0,Full time employment,8,More than half the days,More than half the days,Several days,Several days
1296,28/04/2020 22:56,week 2,2,0,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,31,Selangor,3,1,Other,7,Prefer not to say,Not at all,Not at all,Not at all
1297,28/04/2020 23:00,week 2,3,6,2, , , ,No,Neither easy nor difficult,Somewhat unwilling,Always,Sometimes,Sometimes,Frequently,Sometimes,Always,Always,Sometimes,Not at all,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,8,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.861266707,Female,32,Johor,4,2,Full time employment,7,More than half the days,More than half the days,Several days,Several days
1298,28/04/2020 23:01,week 2,5,0,0, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.189499836,Male,41,Serawak,6,2,Full time employment,8,More than half the days,More than half the days,More than half the days,More than half the days
1299,28/04/2020 23:03,week 2,2,10,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Rarely,Sometimes, ,Always,Rarely,Frequently,Always,Frequently,Frequently,Always,Always,Sometimes,Sometimes,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Minyak dan Gas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.250462567,Male,24,Sabah,7,0,Full time employment,5,Several days,Several days,Several days,Several days
1300,28/04/2020 23:06,week 2,0,0,0, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Not at all,Always,Not at all,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Rarely,Always,Rarely,Always,Not at all,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.282437694,Male,43,Serawak,1,1,Full time employment,5,Not at all,Not at all,Not at all,Not at all
1301,28/04/2020 23:07,week 2,5,10,2, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Rarely,Not at all,Always,Always,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.937387691,Male,30,Penang,7,2,Full time employment,7,Several days,Not at all,Not at all,Not at all
1302,28/04/2020 23:07,week 2,1,1,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Not at all,Always,Always,Rarely,Not at all,Not at all,Always,Always,Always,Always,Rarely,Always,Always,Always,Not at all,10,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.953440455,Female,36,Selangor,4,2,Full time employment,10,Not at all,Several days,Several days,Several days
1303,28/04/2020 23:08,week 2,4,20,1, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.953547892,Male,47,Selangor,5,3,Full time employment,9,Not at all,Not at all,Not at all,Not at all
1304,28/04/2020 23:08,week 2,2,0,0, , , ,Not sure,Not sure,Somewhat willing,Always,Always,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Sometimes,Frequently,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.198862708,Male,50,Sabah,3,0,Part time employment,4,Several days,Prefer not to say,Several days,Several days
1305,29/04/2020 10:37,week 2,3,2,2, , , ,Not sure,Somewhat easy,Somewhat unwilling,Frequently,Frequently,Frequently,Frequently,Always,Rarely,Not at all,Sometimes, , ,Rarely,Not at all,Not at all,Not at all,Frequently,Sometimes,Always,Rarely,Sometimes,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,0.941870646,Male,37,Kedah,2,0,Not working,0,Not at all,Several days,Nearly every day,More than half the days
1306,28/04/2020 23:11,week 2,1,1,1, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative",Not sure,No,No,No,No,No,Yes, ,0.813288626,Male,21,Sabah,1,0,Not working,7,Not at all,Not at all,Not at all,Not at all
1307,28/04/2020 23:15,week 2,5,109,1, , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Always,Always,Frequently,Frequently,Not at all,Sometimes,Rarely,Not at all,Always,Always,Always,Sometimes,Always,Always,Always,Rarely,Sometimes,Sometimes,Frequently,Sometimes,15,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.202792065,Male,45,Serawak,5,3,Full time employment,6,Not at all,Not at all,Not at all,Not at all
1308,28/04/2020 23:21,week 2,2,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Not at all,Not at all,Rarely,Not at all, , ,Not at all,Rarely,Rarely,Not at all,Not at all,Rarely,Rarely,Rarely,Always,Rarely,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No, , ,No,No,No,No,No,Yes, ,1.25499058,Female,62,Melaka,3,0,Not working,8,Not at all,Not at all,Not at all,Not at all
1309,28/04/2020 23:24,week 2,0,0,1, , , ,No,Very easy,Very willing,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Sometimes, ,Frequently,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.853405385,Female,35,Johor,Prefer not to say,0,Full time employment,7,More than half the days,Several days,Several days,More than half the days
1310,28/04/2020 23:25,week 2,0,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Sometimes,Frequently,Not at all,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.231380831,Female,38,Selangor,5,3,Full time employment,8,More than half the days,Several days,More than half the days,Several days
1311,28/04/2020 23:26,week 2,3,4,2, , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Always,Always,Always,Always,Always,Always,Sometimes,Rarely,Sometimes,Always,Frequently,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.920083552,Female,39,Johor,4,2,Full time employment,7,Several days,Not at all,Not at all,Several days
1312,28/04/2020 23:32,week 2,3,2,0, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Rarely,Frequently,Not at all,Always,Not at all,Always,Always, ,Not at all,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.801185383,Male,57,Penang,3,0,Full time employment,5,Several days,Several days,Several days,Several days
1313,28/04/2020 23:33,week 2,1,6,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.950032228,Female,28,Perak,2,0,Full time employment,7,Nearly every day,Nearly every day,Nearly every day,Nearly every day
1314,28/04/2020 23:33,week 2,4,0,0, , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.198862708,Male,47,Sabah,5,2,Full time employment,9,More than half the days,Several days,Several days,Several days
1315,28/04/2020 23:38,week 2,5,3,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Always,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.951978659,Female,32,Negeri Sembilan,7,0,Unemployed,4,Not at all,Several days,Not at all,Not at all
1316,28/04/2020 23:39,week 2,2,23,1, , , ,Not sure,Not sure,Not sure,Rarely,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all, ,Not at all,Rarely,Rarely,Rarely,Rarely,Not at all,Rarely,Rarely,Sometimes,Not at all,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not", , , , , , , , ,0.884444576,Male,51,Selangor,Prefer not to say,Prefer not to say,Full time employment,5,More than half the days,More than half the days,More than half the days,Several days
1317,28/04/2020 23:41,week 2,4,6,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.810047059,Female,57,Penang,4,0,Full time employment,5,Several days,Several days,Several days,Several days
1318,28/04/2020 23:45,week 2,3,2,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Rarely,Rarely,Rarely,Rarely,Rarely, ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Always,Rarely,8,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.801185383,Male,58,Penang,4,0,Full time employment,6,Not at all,More than half the days,Several days,Several days
1319,28/04/2020 23:47,week 2,4,4,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.871048447,Female,37,Penang,8 or more,1,Full time employment,6,Not at all,Not at all,Not at all,Not at all
1320,28/04/2020 23:47,week 2,2,5,3, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Frequently,Always,Rarely,Always,Sometimes,Always,Sometimes,Sometimes,Not at all,Not at all,Always,Rarely,Rarely,Not at all,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.015025332,Male,49,Perak,6,3,Part time employment,5,Several days,Not at all,Not at all,Not at all
1321,28/04/2020 23:47,week 2,0,2,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not", ,No,No,No,No,No,Yes, ,0.85608778,Female,47,Kuala Lumpur,3,0,Full time employment,8,More than half the days,Several days,Several days,Several days
1322,28/04/2020 23:48,week 2,5,0,2, , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.875909429,Male,56,Kedah,6,0,Retired,5,Several days,Several days,Several days,Several days
1323,28/04/2020 23:51,week 2,4,1,0, , , ,Not sure,Not sure,Not sure,Always,Always,Always,Always,Always,Always,Rarely,Not at all, , ,Sometimes,Always,Always,Always,Always,Rarely,Rarely,Sometimes,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.99047065,Female,24,Penang,5,0,Unemployed,3,Not at all,Not at all,Not at all,Not at all
