RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1616,28/04/2020 07:56,week 2,3,5,2, , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,?????????????????????????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.954900043,Female,26,Northeastern Region,4,2,Part time employment,5,Not at all,Not at all,Not at all,Not at all
1617,28/04/2020 08:42,week 2,30,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.996781047,Male,50,Northeastern Region,4,2,Full time employment,4,Not at all,Not at all,Nearly every day,Several days
1618,28/04/2020 08:02,week 2,2,2,3,No,Frequently,No,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Rarely,Frequently,Always,Always,Frequently,Sometimes,Always,Frequently,Frequently,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,0.98371935,Male,35,Central Region,3,1,Full time employment,6,More than half the days,Several days,Several days,Several days
1619,28/04/2020 08:07,week 2,2,3,2, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.859363309,Male,34,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,1,Full time employment,7,Several days,Not at all,Several days,Not at all
1620,28/04/2020 08:08,week 2,2,4,4, , , ,Yes,Very difficult,Neither willing nor unwilling,Always,Sometimes,Sometimes,Sometimes,Rarely,Not at all,Not at all,Always, ,Frequently,Not at all,Not at all,Rarely,Rarely,Sometimes,Not at all,Not at all,Not at all,Not at all,Rarely,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.952956211,Male,24,Northeastern Region,4,1,Unemployed,4,Nearly every day,Nearly every day,Several days,Several days
1621,28/04/2020 08:09,week 2,0,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.937439422,Male,56,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,1,Full time employment,9,Not at all,Not at all,Not at all,Not at all
1622,28/04/2020 08:14,week 2,1,0,2, , , ,Not sure,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.077863387,Male,69,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,0,Retired,6,Several days,Several days,Several days,Several days
1623,28/04/2020 07:45,week 2,0,0,1, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.109471453,Male,67,Central Region,Don't know,0,Unemployed,5,Several days,Several days,Several days,Several days
1624,28/04/2020 08:14,week 2,3,2,1, , , ,Yes,Somewhat easy,Very unwilling,Always,Always,Always,Frequently,Always,Always,Rarely,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,3,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921536594,Female,56,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,0,Full time employment,7,Nearly every day,More than half the days,Several days,Nearly every day
1625,28/04/2020 08:17,week 2,2,2,1, , , ,Yes,Very easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.859363309,Male,34,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,1,Full time employment,8,More than half the days,Not at all,Several days,Several days
1626,28/04/2020 08:19,week 2,2,2,2,Yes,Always,Yes,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested positive",No,No,Yes,No,No,No,Yes,1.115744774,Male,22,Northeastern Region,2,0,Full time employment,10,Not at all,Not at all,Not at all,Not at all
1627,28/04/2020 08:20,week 2,2,1,3, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Frequently,Always,Frequently,Always,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.041655996,Female,56,Northeastern Region,4,1,Full time employment,8,Several days,Not at all,Several days,Several days
1628,28/04/2020 08:23,week 2,3,6,4, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Rarely,Always, , ,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Always,Sometimes,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.942847762,Female,20,Northeastern Region,4,0,Full time student,5,Not at all,Not at all,Nearly every day,More than half the days
1629,28/04/2020 08:23,week 2,3,10,2, , , ,No,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Rarely,Always,Frequently,Frequently,Frequently,Frequently,Always,Rarely,Not at all,Not at all,Frequently,Frequently,6,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.851329689,Male,33,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),6,1,Full time employment,7,Not at all,More than half the days,More than half the days,More than half the days
1630,28/04/2020 08:24,week 2,6,6,10, , , ,Not sure,Not sure,Not sure,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently, , ,Sometimes,Frequently,Sometimes,Frequently,Frequently,Not at all,Sometimes,Sometimes,Frequently,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , , , , , , , , ,0.896634401,Female,20,Northeastern Region,Don't know,0,Full time student,6,Nearly every day,Prefer not to say,Nearly every day,Nearly every day
1631,28/04/2020 08:24,week 2,0,1,3, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Always,Always,Rarely,Always,Always, , ,Sometimes,Sometimes,Always,Always,Always,Sometimes,Rarely,Sometimes,Sometimes,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.916345422,Female,20,Northern Region,3,0,Unemployed,4,Nearly every day,Several days,Several days,Several days
1632,28/04/2020 08:27,week 2,3,6,3, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Frequently,Always,Rarely,Always, ,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.970336798,Female,22,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),8 or more,3,Not working,5,Prefer not to say,Several days,Prefer not to say,Prefer not to say
1633,28/04/2020 08:27,week 2,2,2,1, , , ,Not sure,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.065986916,Female,19,Northern Region,7,2,Full time student,8,More than half the days,More than half the days,More than half the days,More than half the days
1634,28/04/2020 08:31,week 2,7,0,2,No,Always,No,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Sometimes,Sometimes, ,Frequently,Not at all,Not at all,Not at all,Frequently,Sometimes,Not at all,Not at all,Not at all,Frequently,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.974107993,Female,20,Northeastern Region,5,1,Full time student,3,Not at all,Several days,More than half the days,More than half the days
1635,28/04/2020 08:35,week 2,3,53,5, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently, , ,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Always,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.928032722,Female,24,Northeastern Region,4,0,Full time student,6,Not at all,Not at all,Not at all,Not at all
1636,28/04/2020 08:35,week 2,1,2,2, , , ,Not sure,Neither easy nor difficult,Somewhat unwilling,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes, ,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974107993,Female,18,Northeastern Region,4,1,Full time student,4,Several days,Several days,Several days,Several days
1637,28/04/2020 08:36,week 2,2,2,3, , , ,No,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.806927084,Male,19,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),Prefer not to say,Don't know,Unemployed,10,Not at all,Not at all,Prefer not to say,Not at all
1638,28/04/2020 08:37,week 2,3,5,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Rarely,Rarely,Rarely, ,Always,Rarely,Rarely,Rarely,Always,Rarely,Always,Always,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.994192652,Female,55,Northern Region,4,0,Part time employment,9,Not at all,Not at all,Not at all,Not at all
1639,28/04/2020 08:44,week 2,2,1,3, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,8,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.896634401,Female,24,Northeastern Region,8 or more,2,Part time employment,8,Not at all,Not at all,Not at all,Not at all
1640,28/04/2020 08:46,week 2,1,0,0, , , ,No,Very easy,Very willing,Always,Sometimes,Always,Always,Always,Always,Always,Rarely,Rarely, ,Always,Always,Always,Always,Always,Rarely,Not at all,Frequently,Rarely,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, ,0.896524471,Female,59,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),2,0,Full time employment,5,Not at all,Not at all,Not at all,Not at all
1641,28/04/2020 08:47,week 2,1,1,3, , , ,No,Neither easy nor difficult,Very willing,Sometimes,Always,Always,Always,Always,Frequently,Sometimes,Always, ,Always,Frequently,Always,Always,Always,Always,Frequently,Rarely,Always,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.966227434,Male,22,Central Region,4,1,Full time student,5,Several days,More than half the days,Several days,Nearly every day
1642,28/04/2020 08:48,week 2,2,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,Frequently,Sometimes,Frequently,Always,Sometimes,Always,Always,Frequently,Always,Frequently,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970336798,Female,24,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),6,1,Full time employment,7,Several days,Not at all,Not at all,Not at all
1643,28/04/2020 08:48,week 2,2,0,0, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Rarely,Always,Sometimes,Sometimes,Frequently,Always, , ,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.049714203,Male,21,Central Region,3,0,Full time student,6,More than half the days,Several days,Several days,Not at all
1644,28/04/2020 08:54,week 2,2,1,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Sometimes,Frequently,Always,Always,Always,Frequently,Always,Frequently,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.959118354,Male,21,Northeastern Region,3,0,Full time student,5,Not at all,Several days,Not at all,Nearly every day
1645,28/04/2020 08:54,week 2,4,2,2, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes, ,Sometimes,Rarely,Rarely,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.963064499,Male,21,Northern Region,6,0,Full time employment,5,Not at all,Not at all,Not at all,Not at all
1646,28/04/2020 08:55,week 2,2,5,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.916345422,Female,21,Northern Region,3,2,Full time student,5,Not at all,Not at all,Not at all,Not at all
1647,28/04/2020 09:00,week 2,2,0,0, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.896634401,Female,21,Northeastern Region,6,3,Full time student,5,Several days,Several days,More than half the days,More than half the days
1648,28/04/2020 09:00,week 2,3,3,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Sometimes,Sometimes,Always,Rarely,Always,Always, , ,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,Rarely,Sometimes,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.063696421,Female,55,Northeastern Region,4,0,Other,5,Not at all,Not at all,Not at all,Not at all
1649,29/04/2020 00:19,week 2,1,1,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Not at all, ,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????????????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, ,0.972478848,Female,45,Northern Region,2,0,Full time employment,7,Several days,Not at all,Not at all,Not at all
1650,28/04/2020 09:00,week 2,6,7,2, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Not at all,Always,Always,Always,Always,Sometimes,Always,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.970385624,Male,21,Northeastern Region,6,0,Part time employment,5,Nearly every day,Nearly every day,Several days,Nearly every day
1651,28/04/2020 09:02,week 2,0,0,0, , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Sometimes,Sometimes,Frequently,Always,Frequently,Always,Always, , ,Frequently,Rarely,Frequently,Always,Frequently,Frequently,Always,Sometimes,Not at all,Frequently,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.793238281,Female,21,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),5,0,Full time student,4,Nearly every day,Not at all,Nearly every day,Nearly every day
1652,28/04/2020 09:04,week 2,4,0,1,No,Sometimes,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always, ,Sometimes,Frequently,Always,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,Yes,No,No,No,No,0.921536594,Female,55,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,0,Part time employment,7,Not at all,Not at all,Not at all,Several days
1653,28/04/2020 09:06,week 2,0,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Rarely,Sometimes,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative",Not sure,No,No,No,No,No,Yes, ,0.896524471,Female,55,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),1,0,Retired,8,Several days,Not at all,Not at all,Several days
1654,28/04/2020 09:07,week 2,1,1,0, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Sometimes,Sometimes, ,Always,Always,Always,Always,Frequently,Frequently,Rarely,Sometimes,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.870636118,Female,36,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),Prefer not to say,Prefer not to say,Full time employment,8,Not at all,Not at all,Not at all,Not at all
1655,28/04/2020 09:19,week 2,2,4,2,No,Frequently,No,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always, ,Sometimes,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Sometimes,Rarely,Sometimes,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,0.871431065,Female,21,Northern Region,3,0,Part time employment,5,Nearly every day,Not at all,Not at all,Not at all
1656,28/04/2020 09:19,week 2,2,1,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Frequently,Frequently,Rarely,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Frequently,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.019012233,Female,22,Southern Region,7,1,Part time employment,6,Several days,Several days,Several days,Several days
1657,28/04/2020 09:20,week 2,2,2,2, , , ,Yes,Very easy,Very willing,Always,Frequently,Sometimes,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.959118354,Male,18,Northeastern Region,5,0,Full time student,5,Several days,Several days,Several days,Several days
1658,28/04/2020 09:22,week 2,2,0,3, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always, ,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.984535784,Female,22,Southern Region,6,1,Full time student,7,Several days,Not at all,Several days,Several days
1659,28/04/2020 09:24,week 2,1,5,0, , , ,No,Very easy,Very willing,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,18,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested positive","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.990918038,Male,22,Northeastern Region,3,1,Part time employment,7,Several days,Several days,Not at all,More than half the days
1660,28/04/2020 09:25,week 2,2,1,1,Yes,Always,No,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Always,10,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,Yes,0.934060075,Female,31,Northern Region,3,1,Part time employment,5,Several days,Several days,Several days,Nearly every day
1661,28/04/2020 09:26,week 2,0,0,2, , , ,Not sure,Somewhat easy,Somewhat willing,Sometimes,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.088062499,Male,21,Southern Region,6,2,Full time employment,8,Several days,More than half the days,Several days,Several days
1662,28/04/2020 09:26,week 2,2,2,1, , , ,No,Very difficult,Very unwilling,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Rarely,Frequently,Always,Always,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , , , , , , , , ,0.942847762,Female,24,Northeastern Region,2,2,Full time employment,3,Several days,Prefer not to say,Prefer not to say,Nearly every day
1663,28/04/2020 09:28,week 2,5,5,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always, ,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.942847762,Female,19,Northeastern Region,3,1,Not working,6,Not at all,Nearly every day,Not at all,Not at all
