RecordNo,endtime,qweek,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
708,2020-04-11 12:42:27,week 1,Female,45,Vestlandet,5,0,Yes,No,No,No,No,No,No,4,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Frequently,Not at all, ,Always,Rarely,Frequently,Always,Frequently,Sometimes,Not at all,Not at all,Rarely,Frequently,30,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.974581402247
709,2020-04-11 12:44:09,week 1,Male,20,Trøndelag/Nord-Norge,6,0,No,No,Yes,No,No,No,No,5,15,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Frequently,Always,Always,Sometimes,Always,Always, , ,Always,Sometimes,Frequently,Always,Frequently,Frequently,Not at all,Sometimes,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.920070125858
710,2020-04-11 12:46:30,week 1,Male,77,Trøndelag/Nord-Norge,1,0,No,No,No,Yes,No,No,No,0,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.927091900028
711,2020-04-11 12:47:49,week 1,Male,61,Vestlandet,4,0,Yes,No,No,Yes,No,No,No,3,3,6,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Very willing,Not at all,Always,Sometimes,Always,Always,Not at all,Not at all,Rarely,Frequently, ,Not at all,Rarely,Sometimes,Always,Frequently,Sometimes,Not at all,Sometimes,Frequently,Always,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.958838871214
712,2020-04-11 12:51:04,week 1,Female,48,Trøndelag/Nord-Norge,4,2,Yes,No,No,No,No,No,No,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Always,Always,Always,Sometimes,Not at all,Always,Frequently,Always,Not at all,Always,Frequently,Always,Always,Frequently,Not at all,Not at all,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.14114651711
713,2020-04-11 12:56:20,week 1,Male,77,Trøndelag/Nord-Norge,2,0,Yes,No,No,No,No,No,No,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Rarely,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Not at all,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.927091900028
714,2020-04-11 12:59:16,week 1,Female,54,Vestlandet,2,0,No,No,No,No,No,Yes,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.961067400436
715,2020-04-11 13:01:35,week 1,Female,26,Oslo/Akershus,1,0,No,Yes,Yes,No,No,No,No,2,1,0,"No, I have not","No, they have not", , , , , , , , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Always,Always,Always,Sometimes,Always,Rarely,Rarely, ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Frequently,6,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.11828163285
716,2020-04-11 13:05:41,week 1,Male,71,Oslo/Akershus,2,0,No,No,No,Yes,No,No,No,1,0,2,"No, I have not","No, they have not", , , , , , , , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Frequently, , ,Not at all,Frequently,Frequently,Always,Always,Not at all,Not at all,Not at all,Always,Frequently,43, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.983900012451
717,2020-04-11 13:12:20,week 1,Female,56,Vestlandet,1,0,No,No,No,Yes,No,No,No,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Not at all,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Rarely,Rarely,5, , , , , , , , , , , , , ,__NA__,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.961067400436
718,2020-04-11 13:17:57,week 1,Male,70,Oslo/Akershus,3,1,No,No,No,Yes,No,No,No,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Always,Sometimes,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,.983900012451
719,2020-04-11 13:19:46,week 1,Male,32,Trøndelag/Nord-Norge,4,2,Yes,No,No,No,No,No,No,3,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Frequently,Not at all,Sometimes,Always,Always,Not at all,Always,Frequently,Not at all,Not at all,Rarely,Frequently,Sometimes,Not at all,Not at all,Not at all,Rarely,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Tekniker,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.940154986887
720,2020-04-11 13:28:01,week 1,Male,49,Oslo/Akershus,5,3,No,Yes,No,No,No,No,No,4,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Rarely,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Rarely,Frequently,Always,Always,Frequently,Not at all,Sometimes,Frequently,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,1.00271876423
721,2020-04-11 13:30:29,week 1,Female,50,Vestlandet,1,0,No,No,No,No,No,Yes,No,0,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Frequently,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Always,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,.961067400436
722,2020-04-11 13:32:40,week 1,Male,61,Rest Østland,1,0,No,No,No,No,No,Yes,No,3,1000,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Very unwilling,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.983900012451
723,2020-04-11 13:36:13,week 1,Female,68,Rest Østland,2,0,No,No,No,Yes,No,No,No,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Rarely,Rarely,Always,Always,Not at all,Not at all,Not at all,Always,Sometimes,15, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.03565157983
724,2020-04-11 13:39:26,week 1,Male,21,Oslo/Akershus,3,0,Yes,No,No,No,No,No,No,0,10,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Very unwilling,Not at all,Frequently,Sometimes,Frequently,Rarely,Not at all,Always,Always,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Sometimes,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944439127162
725,2020-04-11 13:43:36,week 1,Male,49,Oslo/Akershus,1,0,Yes,No,No,No,No,No,No,2,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently, ,Rarely,Frequently,Always,Always,Always,Rarely,Always,Frequently,Always,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.931749308791
726,2020-04-11 13:44:22,week 1,Male,24,Trøndelag/Nord-Norge,1,0,No,Yes,No,No,No,No,No,2,0,0,"No, I have not", , , , , , , , , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely, ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,55,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.920070125858
727,2020-04-11 13:46:05,week 1,Female,31,Oslo/Akershus,3,0,Yes,No,No,No,No,No,No,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Frequently,Always,Always,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.948698054748
728,2020-04-11 13:49:25,week 1,Male,65,Oslo/Akershus,1,0,No,No,No,Yes,No,No,No,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Not at all,Not at all,Always, , ,Rarely,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Frequently,Rarely,6, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,.983900012451
729,2020-04-11 13:55:40,week 1,Male,74,Oslo/Akershus,2,0,No,Yes,No,Yes,No,No,No,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Sometimes,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.983900012451
730,2020-04-11 13:55:41,week 1,Male,49,Oslo/Akershus,2,1,No,No,No,No,No,Yes,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Frequently,Frequently,Always,Always,Frequently,Always,Always, ,Always,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.931749308791
731,2020-04-11 13:55:48,week 1,Male,46,Vestlandet,2,0,Yes,No,No,No,No,No,No,1,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Not at all,Always,Sometimes,Frequently,Rarely,Not at all, ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Sometimes,Sometimes,Frequently,4,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00659932607
732,2020-04-11 14:00:51,week 1,Male,39,Rest Østland,1,0,Yes,No,No,No,No,No,No,0,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Frequently,Sometimes,Not at all,Always,Rarely,Not at all, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,Sometimes,20,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.999905028028
733,2020-04-11 14:03:45,week 1,Female,42,Oslo/Akershus,4,2,Yes,No,No,No,No,No,No,4,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Frequently,Always,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,adm,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.975290239015
734,2020-04-11 14:20:58,week 1,Male,48,Rest Østland,7,2,Yes,No,No,No,No,No,No,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Not at all,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Not at all,Always,Frequently,Always,Always,Always,Frequently,Frequently,Not at all,Sometimes,Frequently,Frequently,20,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00271876423
735,2020-04-11 14:26:55,week 1,Male,51,Oslo/Akershus,2,1,Yes,No,No,No,No,No,No,2,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Always,Always,Always,Frequently,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.940057057321
736,2020-04-11 14:27:15,week 1,Male,72,Trøndelag/Nord-Norge,1,0,No,No,No,Yes,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Always,Always,Not at all,Always,Not at all,Always,Always, , ,Not at all,Frequently,Always,Always,Frequently,Sometimes,Always,Always,Always,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,.927091900028
737,2020-04-11 14:28:30,week 1,Male,19,Oslo/Akershus,3,1,Yes,Yes,No,No,No,No,No,1,1,5,"No, I have not","Yes, and they tested negative",Yes,Yes,No,No,No,No,Yes,Sometimes,Yes,No,Yes,Somewhat easy,Somewhat willing,Frequently,Always,Always,Always,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Not at all,Frequently,Frequently,Frequently,Always,Sometimes,Frequently,Frequently,Always,Frequently,20,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.956700562537
738,2020-04-11 14:35:09,week 1,Female,39,Vestlandet,1,0,Yes,No,No,No,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Frequently,Always,Sometimes,Sometimes,Sometimes,Frequently,Always, ,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944899708198
739,2020-04-11 14:37:48,week 1,Female,20,Vestlandet,5,0,No,Yes,No,No,No,No,No,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Frequently,Sometimes, ,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Rarely,Frequently,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.98585496564
740,2020-04-11 14:40:52,week 1,Male,27,Oslo/Akershus,3,0,No,Yes,No,No,No,No,No,5,4,5,"Yes, and I tested positive", , , , , , , , , , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Frequently,Rarely,Frequently,Sometimes,Sometimes, ,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Sometimes,1,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,.944439127162
741,2020-04-11 14:44:18,week 1,Male,25,Vestlandet,2,0,Yes,No,No,No,No,No,No,1,0,2, , , , , , , , , , , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Always,Always,Always,Always,Always,Sometimes, ,Always,Always,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently,Always,Frequently,50,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.52724356586
742,2020-04-11 14:48:49,week 1,Male,38,Trøndelag/Nord-Norge,4,2,Yes,No,No,No,No,No,No,3,0,1,"Yes, and I tested negative","No, they have not",Yes,No,No,No,No,No,No,Frequently,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.940154986887
743,2020-04-11 14:52:10,week 1,Male,56,Rest Østland,2,0,Yes,No,No,No,No,No,No,1,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always,Always, ,Frequently,Frequently,Frequently,Always,Frequently,Rarely,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,.940057057321
744,2020-04-11 14:53:16,week 1,Male,57,Rest Østland,4,2,Yes,No,No,No,No,No,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Frequently,Frequently,Always,Always,Always,Always,Rarely,Sometimes,Frequently,Always,Always,Sometimes,Not at all,Rarely,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.940057057321
745,2020-04-11 14:56:54,week 1,Male,70,Vestlandet,2,0,No,No,No,Yes,No,No,No,4,2,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Frequently,No,No,Yes,Very easy,Somewhat willing,Not at all,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, , ,Rarely,Sometimes,Always,Always,Always,Rarely,Frequently,Frequently,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.958838871214
746,2020-04-11 15:02:41,week 1,Female,71,Sørlandet,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Frequently,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.00241095017
747,2020-04-11 15:12:03,week 1,Male,68,Rest Østland,2,0,No,Yes,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Not at all,Always,Always, ,Not at all,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.983900012451
748,2020-04-11 15:16:09,week 1,Male,71,Sørlandet,1,0,No,No,No,Yes,No,No,No,1,22,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Always,Always,Always,Always,Sometimes,Not at all,Always, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,Always,12, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,.976120096696
749,2020-04-11 15:16:50,week 1,Male,75,Trøndelag/Nord-Norge,1,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,Yes,Yes,Very easy,Very willing,Not at all,Always,Frequently,Rarely,Always,Always,Always,Always, , ,Not at all,Always,Always,Always,Always,Not at all,Frequently,Sometimes,Sometimes,Always,2, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,.927091900028
750,2020-04-11 15:39:19,week 1,Female,67,Rest Østland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Always,Sometimes,Frequently,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.03565157983
751,2020-04-11 15:21:14,week 1,Male,49,Oslo/Akershus,1,0,No,Yes,No,No,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.931749308791
752,2020-04-11 15:22:55,week 1,Female,21,Rest Østland,3,1,No,Yes,No,No,No,No,No,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Sometimes,Not at all,Always,Always,Not at all,Not at all,Frequently,Always,Always,Frequently,Sometimes,Not at all,Rarely,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.04099283777
753,2020-04-11 15:26:04,week 1,Female,62,Vestlandet,1,0,No,Yes,No,No,No,No,No,1,50,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently,Frequently, ,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Kontor,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,.994239542654
754,2020-04-11 15:26:08,week 1,Female,48,Sørlandet,1,0,No,No,No,No,No,Yes,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Sometimes,Always,Frequently,Always,Sometimes,Sometimes,Frequently,Always, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Not at all,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.904082066507
755,2020-04-11 15:34:46,week 1,Male,52,Rest Østland,2,0,No,No,No,No,No,Yes,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Rarely,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.940057057321
756,2020-04-11 15:35:52,week 1,Female,63,Oslo/Akershus,3,0,Yes,No,No,No,No,No,No,3,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Frequently,Frequently,Not at all,Always,Always, ,Always,Frequently,Always,Always,Always,Rarely,Not at all,Not at all,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.949635966814
757,2020-04-11 15:43:14,week 1,Male,44,Rest Østland,2,1,No,Yes,No,No,No,No,No,1,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Sometimes,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,Rarely,Sometimes,Always,Always,Sometimes,Rarely,Rarely,Always,Frequently,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,1.00271876423
758,2020-04-11 15:49:27,week 1,Male,39,Trøndelag/Nord-Norge,6,4,No,Yes,Yes,No,No,No,No,3,5,7,"Yes, and I tested positive","Yes, and they tested negative",No,Yes,No,No,No,No,No,Frequently,Yes,No,Yes,Somewhat easy,Neither willing nor unwilling,Frequently,Frequently,Always,Always,Frequently,Rarely,Always,Frequently,Rarely,Rarely,Frequently,Sometimes,Always,Rarely,Rarely,Frequently,Frequently,Sometimes,Sometimes,Frequently,8,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,__NA__,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,.940154986887
