RecordNo,endtime,qweek,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
219,2020-04-09 18:25:59,week 1,Female,65,Vestlandet,1,0,No,Yes,No,No,No,No,No,0,50,2,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Not at all,Always,Sometimes,Frequently,Always,Sometimes,Frequently,Sometimes,Not at all, ,Sometimes,Frequently,Frequently,Sometimes,Not at all,Not at all,Not at all,Not at all,Rarely,Sometimes,15,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,.994239542654
220,2020-04-09 18:28:22,week 1,Male,75,Rest Østland,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Not at all,Always,Not at all,Frequently,Not at all,Not at all,Not at all,Always, , ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Not at all,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,.983900012451
221,2020-04-09 18:35:05,week 1,Male,73,Trøndelag/Nord-Norge,2,0,No,No,No,Yes,No,No,No,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Not at all,Frequently,Frequently,Not at all,Always,Frequently,Always,Always, , ,Rarely,Always,Always,Always,Frequently,Sometimes,Not at all,Rarely,Rarely,Rarely,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.927091900028
222,2020-04-09 18:35:57,week 1,Female,67,Oslo/Akershus,2,0,No,No,No,Yes,No,No,No,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Rarely,Rarely,Always, , ,Always,Frequently,Always,Always,Frequently,Not at all,Not at all,Not at all,Frequently,Sometimes,8, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.949635966814
223,2020-04-09 18:38:51,week 1,Male,71,Vestlandet,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.958838871214
224,2020-04-09 18:41:04,week 1,Female,64,Oslo/Akershus,2,0,No,No,No,Yes,No,No,No,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Rarely,Always,Always,Always,Always,Frequently,Always,Frequently, , ,Always,Frequently,Always,Always,Frequently,Frequently,Rarely,Always,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,.949635966814
225,2020-04-09 18:46:21,week 1,Male,18,Rest Østland,3,0,No,No,Yes,No,No,No,No,1,1,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Frequently,No,No,Yes,Neither easy nor difficult,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always, , ,Frequently,Frequently,Always,Always,Frequently,Rarely,Always,Rarely,Rarely,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944439127162
226,2020-04-09 18:48:41,week 1,Male,76,Trøndelag/Nord-Norge,2,0,No,No,No,Yes,No,No,No,2,6,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Not at all,Always,Not at all,Always,Always, , ,Rarely,Sometimes,Frequently,Always,Always,Not at all,Always,Not at all,Sometimes,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,.927091900028
227,2020-04-09 18:48:56,week 1,Male,27,Rest Østland,3,0,No,No,Yes,No,No,No,No,2,100,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Not at all,Frequently,Frequently,Frequently,Sometimes,Rarely,Not at all,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Rarely,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.944439127162
228,2020-04-09 18:49:50,week 1,Male,19,Rest Østland,3,0,No,Yes,No,No,No,No,No,2,600,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Neither willing nor unwilling,Not at all,Always,Always,Always,Frequently,Sometimes,Frequently,Always,Not at all, ,Always,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Not at all,Not at all,Rarely,Sometimes,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944439127162
229,2020-04-09 18:52:03,week 1,Female,33,Rest Østland,4,2,Yes,No,No,No,No,No,No,3,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.941852506875
230,2020-04-09 18:52:55,week 1,Male,30,Oslo/Akershus,1,0,Yes,No,No,No,No,No,No,1,10,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Not at all,Not at all,Rarely,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all, ,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Not at all,Sometimes,Not at all,Rarely,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.15182517184
231,2020-04-09 18:55:17,week 1,Female,37,Oslo/Akershus,1,0,Yes,No,No,No,No,No,No,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,9,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.948698054748
232,2020-04-09 18:56:25,week 1,Female,59,Oslo/Akershus,1,0,Yes,No,No,No,No,No,No,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Rarely,Frequently, ,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Departementskontor,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.991107480083
233,2020-04-10 06:11:48,week 1,Female,35,Oslo/Akershus,4,2,No,Yes,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,.941852506875
234,2020-04-09 18:59:13,week 1,Male,41,Sørlandet,1,0,Yes,No,No,No,No,No,No,1,10,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Frequently,Sometimes,Rarely,Always,Always,Sometimes, ,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Rarely,Not at all,Rarely,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Offentlig administrasjon,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.994469172076
235,2020-04-09 19:00:22,week 1,Female,69,Vestlandet,3,0,No,No,No,Yes,No,No,No,2,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.994239542654
236,2020-04-09 19:00:52,week 1,Female,56,Oslo/Akershus,1,0,Yes,No,No,No,No,No,No,0,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not at all,No,No,Yes,Very easy,Very willing,Not at all,Always,Rarely,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.991107480083
237,2020-04-09 19:01:32,week 1,Male,48,Sørlandet,1,0,No,No,No,Yes,No,No,No,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Frequently,Sometimes,Rarely,Sometimes,Frequently,Rarely,Sometimes,Rarely, , ,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Rarely,Rarely,Sometimes,Rarely,Rarely,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,.994469172076
238,2020-04-09 19:02:30,week 1,Male,45,Oslo/Akershus,4,2,Yes,No,No,No,No,No,No,3,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Rarely,Not at all,Sometimes,Rarely,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00271876423
239,2020-04-09 19:04:18,week 1,Female,37,Sørlandet,1,0,No,No,No,No,No,Yes,No,0,0,0,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Not sure,Not sure,Frequently,Always,Frequently,Always,Frequently,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944491202827
240,2020-04-09 19:07:17,week 1,Female,70,Oslo/Akershus,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Rarely,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.03565157983
241,2020-04-09 19:09:06,week 1,Male,67,Oslo/Akershus,4,0,Yes,No,No,No,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Rarely,Frequently,Always,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.985315026188
242,2020-04-09 19:09:34,week 1,Female,50,Vestlandet,2,0,Yes,No,No,No,No,No,No,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always,Always, ,Frequently,Frequently,Always,Always,Frequently,Rarely,Not at all,Sometimes,Always,Rarely,35,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.961067400436
243,2020-04-09 19:13:49,week 1,Female,57,Oslo/Akershus,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",Yes,Yes,No,No,No,No,Yes,Frequently,Yes,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Rarely,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,.972273040412
244,2020-04-09 19:17:40,week 1,Male,76,Oslo/Akershus,2,0,No,No,No,Yes,No,No,No,1,5,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Rarely,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Sometimes,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.983900012451
245,2020-04-09 19:18:30,week 1,Male,48,Rest Østland,1,0,No,Yes,No,No,No,No,No,2,4,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00271876423
246,2020-04-09 19:22:06,week 1,Female,48,Trøndelag/Nord-Norge,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Always,Rarely,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Rarely,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.14114651711
247,2020-04-09 19:24:13,week 1,Female,76,Oslo/Akershus,2,0,No,No,No,Yes,No,No,No,1,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Always, , ,Frequently,Always,Always,Always,Always,Rarely,Not at all,Always,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,.949635966814
248,2020-04-09 19:30:27,week 1,Male,44,Vestlandet,6,4,No,No,No,No,No,Yes,No,5,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Sometimes,Not at all,Sometimes,Always, ,Always,Rarely,Sometimes,Frequently,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.00659932607
249,2020-04-09 19:31:13,week 1,Female,63,Vestlandet,4,0,Yes,No,No,No,No,No,No,3,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always,Rarely, ,Always,Always,Always,Always,Always,Rarely,Not at all,Sometimes,Frequently,Frequently,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.994239542654
250,2020-04-09 19:35:06,week 1,Male,33,Trøndelag/Nord-Norge,4,2,Yes,No,No,No,No,No,No,3,7,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Not at all,Rarely,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Not at all,Not at all,Not at all,Frequently,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.940154986887
251,2020-04-09 19:36:35,week 1,Male,56,Oslo/Akershus,1,0,No,No,No,No,Yes,No,No,0,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Frequently,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Not at all,Frequently,4, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.947254880376
252,2020-04-09 19:37:35,week 1,Male,62,Sørlandet,2,0,Yes,No,No,No,No,No,No,2,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Always,Sometimes,Always,Frequently,Rarely,Always,Always,Rarely, ,Rarely,Sometimes,Always,Always,Always,Sometimes,Always,Frequently,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.976120096696
253,2020-04-09 19:38:19,week 1,Male,39,Vestlandet,1,0,No,No,No,No,Yes,No,No,0,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Not at all,Not at all,Not at all,Always, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Rarely,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.971565964529
254,2020-04-09 19:39:21,week 1,Female,46,Rest Østland,3,2,No,Yes,No,No,No,No,No,2,0,3,"No, I have not", ,No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Frequently,Frequently,Not at all,Sometimes,Always,Always,Sometimes,Not at all,Always,Frequently,Sometimes,Always,Always,Sometimes,Not at all,Sometimes,Frequently,Sometimes,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.975290239015
255,2020-04-09 19:44:51,week 1,Female,62,Oslo/Akershus,2,0,Yes,No,No,No,No,No,No,1,5,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Rarely,Always,Sometimes,Frequently, ,Frequently,Rarely,Frequently,Always,Always,Sometimes,Not at all,Not at all,Frequently,Frequently,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.949635966814
256,2020-04-09 19:45:01,week 1,Female,23,Oslo/Akershus,1,0,No,No,No,No,Yes,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Always,Always,Rarely, , ,Always,Always,Always,Always,Always,Rarely,Not at all,Always,Rarely,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.11828163285
257,2020-04-09 19:47:04,week 1,Male,51,Rest Østland,1,0,No,Yes,No,No,No,No,No,0,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Sometimes,Frequently,Always,Sometimes,Always,Not at all,Sometimes, ,Always,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Always,Always,Sometimes,Rarely,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,It support,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.940057057321
258,2020-04-09 19:47:05,week 1,Male,56,Vestlandet,1,0,Yes,No,No,No,No,No,No,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Not at all,Not at all,Frequently,Always,Always,Always, ,Not at all,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.941374316421
259,2020-04-09 19:48:10,week 1,Male,19,Vestlandet,3,0,No,No,Yes,No,No,No,No,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.52724356586
260,2020-04-09 19:52:29,week 1,Female,82,Oslo/Akershus,1,0,No,No,No,Yes,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Frequently,Rarely,Always,Always, , ,Always,Always,Always,Always,Rarely,Rarely,Always,Always,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.949635966814
261,2020-04-09 19:52:30,week 1,Male,46,Trøndelag/Nord-Norge,3,0,Yes,No,No,No,No,No,No,5,5,5,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes, ,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Not at all,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.900607369945
262,2020-04-09 19:53:57,week 1,Female,57,Oslo/Akershus,1,0,No,Yes,No,No,No,No,No,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Sometimes,Always,Always,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all, ,Frequently,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Sometimes,Not at all,5,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.991107480083
263,2020-04-09 19:58:55,week 1,Female,25,Oslo/Akershus,3,0,Yes,No,No,No,No,No,No,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Frequently,Always, ,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Rarely,Sometimes,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.11828163285
264,2020-04-09 19:58:58,week 1,Male,68,Trøndelag/Nord-Norge,1,0,No,No,No,Yes,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Rarely,Sometimes,Sometimes, , ,Not at all,Sometimes,Always,Frequently,Frequently,Sometimes,Not at all,Not at all,Always,Rarely,5, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.927091900028
265,2020-04-09 20:03:24,week 1,Male,62,Rest Østland,2,0,No,No,No,No,No,Yes,No,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Always,Always,Frequently,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Frequently,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,.983900012451
266,2020-04-09 20:07:12,week 1,Female,28,Trøndelag/Nord-Norge,1,0,No,Yes,No,No,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Always,Always,Always,Always,Frequently,Frequently,Not at all, ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Always,Always,25,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.912357545047
