RecordNo,endtime,qweek,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
159,2020-04-09 12:25:51,week 1,Male,53,Midtjylland,1,0,Yes,No,No,No,No,No,No,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Frequently,Sometimes,Always,Always,Not at all, ,Frequently,Frequently,Always,Always,Always,Not at all,Not at all,Frequently,Sometimes,Sometimes,15,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.871680339157
160,2020-04-09 12:25:52,week 1,Female,25,Hovedstaden,2,0,Yes,No,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Frequently,Frequently, ,Always,Frequently,Always,Always,Frequently,Frequently,Not at all,Always,Rarely,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
161,2020-04-09 12:26:11,week 1,Male,74,Nordjylland,1,0,No,No,No,Yes,No,No,No,0,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always, , ,Always,Frequently,Always,Always,Always,Rarely,Always,Frequently,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.846705847472
162,2020-04-09 12:26:28,week 1,Male,35,Hovedstaden,2,0,No,Yes,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Always,Always,Rarely, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,40,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.4402031127
163,2020-04-09 12:26:42,week 1,Female,60,Sjælland,2,0,No,Yes,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Always,Always,Always,Sometimes,Rarely,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.842446456702
164,2020-04-09 12:27:00,week 1,Female,62,Sjælland,2,0,Yes,No,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Always,Always,Rarely,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Rarely,Not at all,Not at all,Always,Always,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.842446456702
165,2020-04-09 12:27:46,week 1,Female,62,Syddanmark,2,0,No,No,No,Yes,No,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Not at all,Not at all,Not at all, , ,Always,Rarely,Always,Always,Always,Not at all,Not at all,Not at all,Rarely,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.13177089196
166,2020-04-09 12:28:01,week 1,Female,66,Midtjylland,2,0,No,No,No,Yes,No,No,No,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Not at all,Rarely,Always,Always, , ,Rarely,Always,Always,Always,Sometimes,Rarely,Not at all,Not at all,Sometimes,Not at all,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.03792753462
167,2020-04-09 12:28:06,week 1,Female,62,Hovedstaden,2,0,No,No,No,Yes,No,No,No,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Very willing,Not at all,Frequently,Rarely,Always,Always,Not at all,Sometimes,Sometimes, , ,Sometimes,Frequently,Frequently,Always,Always,Rarely,Not at all,Sometimes,Sometimes,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.998534156062
168,2020-04-09 12:28:21,week 1,Female,62,Sjælland,2,0,Yes,No,No,No,No,No,No,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Not at all,Always,Always, ,Frequently,Frequently,Always,Always,Always,Frequently,Always,Not at all,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.842446456702
169,2020-04-09 12:28:23,week 1,Male,54,Midtjylland,1,0,No,No,No,Yes,No,No,No,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.871680339157
170,2020-04-09 12:28:33,week 1,Male,44,Hovedstaden,2,0,No,Yes,No,No,No,No,No,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Sometimes,Always,Always,Rarely,Frequently,Always,Not at all, ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.16832768149
171,2020-04-09 12:28:44,week 1,Male,54,Sjælland,1,0,Yes,No,No,No,No,No,No,0,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Rarely,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.808323143964
172,2020-04-09 12:29:06,week 1,Male,69,Syddanmark,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Not at all,Frequently,Not at all,Not at all, , ,Always,Always,Frequently,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,1.04659793419
173,2020-04-09 12:29:19,week 1,Male,37,Hovedstaden,2,0,No,Yes,No,No,No,No,No,1,3,3,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Frequently,No,No,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Not at all,Always,Always, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Not at all,Rarely,Always,Always,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.4402031127
174,2020-04-09 12:29:22,week 1,Female,54,Syddanmark,1,0,No,No,No,Yes,No,No,No,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Sometimes, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.814353483811
175,2020-04-09 12:29:37,week 1,Male,55,Sjælland,2,0,Yes,No,No,No,No,No,No,1,40,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Somewhat willing,Not at all,Always,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Rarely,Rarely,Rarely,Always,Rarely,Not at all,Not at all,Always,Rarely,20,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,.808323143964
176,2020-04-09 12:29:57,week 1,Male,35,Hovedstaden,4,2,Yes,No,No,No,No,No,No,3,8,1,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Frequently,Always,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.4402031127
177,2020-04-09 12:30:23,week 1,Female,25,Midtjylland,3,0,No,Yes,No,No,No,No,No,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Frequently,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
178,2020-04-09 12:30:26,week 1,Female,60,Syddanmark,1,0,No,No,No,Yes,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Frequently,8, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.13177089196
179,2020-04-09 12:30:31,week 1,Female,35,Sjælland,2,0,No,No,No,No,Yes,No,No,1,10,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat unwilling,Not at all,Sometimes,Sometimes,Always,Frequently,Not at all,Not at all,Rarely, , ,Rarely,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.896295477674
180,2020-04-09 12:30:51,week 1,Male,46,Sjælland,4,2,Yes,No,No,No,No,No,No,3,1,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Not at all,Rarely,Always,Always,20,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,.87178301106
181,2020-04-09 12:31:23,week 1,Female,20,Hovedstaden,3,0,No,Yes,No,No,No,No,No,2,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Rarely,Rarely,Sometimes,Always,Not at all, ,Always,Rarely,Sometimes,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
182,2020-04-09 12:32:02,week 1,Male,58,Midtjylland,1,0,No,No,No,Yes,No,No,No,0,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Not at all,Always,Always,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,.871680339157
183,2020-04-09 12:32:08,week 1,Female,55,Hovedstaden,1,0,Yes,No,No,No,No,No,No,6,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Frequently,Always,Sometimes,Always,Always,Always, ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Always,Frequently,Frequently,30,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.858846047565
184,2020-04-09 12:32:42,week 1,Female,24,Midtjylland,1,0,No,No,No,No,Yes,No,No,0,4,2,"No, I have not","No, they have not",Yes,Yes,No,No,Yes,No,No,Always,No,Not sure,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Sometimes,Rarely,Always,Always, , ,Rarely,Not at all,Rarely,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.832641038503
185,2020-04-09 12:32:47,week 1,Male,76,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Frequently,Always,Rarely,Always,Always, , ,Always,Always,Always,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Always,15, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.825932980659
186,2020-04-09 12:33:06,week 1,Male,66,Midtjylland,2,0,Yes,No,No,No,No,No,No,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Rarely,Always,Always,Not at all, ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,.825932980659
187,2020-04-09 12:33:30,week 1,Female,32,Sjælland,2,0,Yes,No,No,No,No,No,No,1,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Not at all,Always,Not at all,Always,Not at all, ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Always,Frequently,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.896295477674
188,2020-04-09 12:33:50,week 1,Female,22,Midtjylland,4,0,No,No,No,No,Yes,No,No,3,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Sometimes,Not at all,Sometimes,Frequently,Always,Always, , ,Frequently,Frequently,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
189,2020-04-09 12:34:03,week 1,Female,38,Midtjylland,5,3,No,No,No,No,Yes,No,No,4,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Sometimes,Not at all,Always,Frequently,Rarely,Always, ,Not at all,Always,Always,Always,Always,Always,Rarely,Sometimes,Rarely,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.889607478343
190,2020-04-09 12:34:07,week 1,Female,27,Syddanmark,3,0,No,No,No,No,Yes,No,No,2,4,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Not at all,Frequently,Frequently,Always,Frequently,Not at all,Sometimes,Sometimes, , ,Frequently,Rarely,Always,Always,Always,Sometimes,Not at all,Rarely,Sometimes,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.806066336179
191,2020-04-09 12:37:19,week 1,Female,55,Midtjylland,1,0,No,No,No,No,Yes,No,No,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.902782009552
192,2020-04-09 12:39:32,week 1,Male,66,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Frequently,Always,Frequently,Frequently,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Sometimes,Not at all,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,.825932980659
193,2020-04-09 12:40:21,week 1,Male,76,Hovedstaden,2,0,No,No,No,Yes,No,No,No,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.778454144918
194,2020-04-09 12:40:37,week 1,Female,22,Sjælland,5,2,No,No,Yes,No,No,No,No,5,1,2,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,Frequently,No,No,Yes,Somewhat easy,Somewhat willing,Rarely,Sometimes,Not at all,Sometimes,Always,Frequently,Always,Always, ,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Rarely,Not at all,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.827213050089
195,2020-04-09 12:40:42,week 1,Female,29,Nordjylland,6,1,No,Yes,No,No,No,No,No,2,3,1,"Yes, and I tested negative","Yes, and they tested negative",No,No,Yes,No,No,No,No,Sometimes,No,No,Yes,Somewhat easy,Somewhat willing,Sometimes,Not at all,Sometimes,Frequently,Sometimes,Sometimes,Always,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,4,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,.86360721888
196,2020-04-09 12:40:49,week 1,Female,80,Hovedstaden,1,0,No,No,No,Yes,No,No,No,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always, , ,Frequently,Frequently,Always,Always,Always,Rarely,Not at all,Not at all,Always,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.998534156062
197,2020-04-09 12:41:08,week 1,Female,80,Sjælland,2,0,No,No,No,Yes,No,No,No,1,10,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always, , ,Always,Sometimes,Frequently,Always,Always,Rarely,Not at all,Not at all,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.842446456702
198,2020-04-09 12:41:35,week 1,Female,71,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat willing,Not at all,Always,Always,Always,Always,Rarely,Frequently,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,1.03792753462
199,2020-04-09 12:41:34,week 1,Female,28,Nordjylland,4,2,No,Yes,No,No,No,No,No,3,5,2,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,No,Yes,No,No,No,Frequently,Yes,No,Yes,Somewhat easy,Somewhat unwilling,Sometimes,Frequently,Sometimes,Rarely,Frequently,Not at all,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Rarely,Frequently,Frequently,Rarely,Sometimes,Always,Sometimes,Rarely,Rarely,30,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,.86360721888
200,2020-04-09 12:42:05,week 1,Female,76,Hovedstaden,1,0,No,Yes,No,Yes,No,No,No,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Not at all,Always,Frequently,Always,Always,Rarely,Rarely,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Not at all,Always,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.998534156062
201,2020-04-09 12:43:40,week 1,Male,72,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Very willing,Not at all,Sometimes,Frequently,Frequently,Always,Not at all,Always,Always, , ,Frequently,Always,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.825932980659
202,2020-04-09 12:44:27,week 1,Female,32,Midtjylland,4,2,No,Yes,No,No,No,No,No,15,11,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Not at all,Not at all,Frequently,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.889607478343
203,2020-04-09 12:44:29,week 1,Female,22,Hovedstaden,5,2,No,No,Yes,No,No,No,No,5,1,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Rarely,Sometimes,Not at all,Rarely,Always,Frequently,Always,Always, ,Always,Frequently,Not at all,Sometimes,Always,Always,Frequently,Rarely,Not at all,Sometimes,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
204,2020-04-09 12:44:39,week 1,Female,33,Syddanmark,4,2,Yes,No,No,No,No,No,No,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Rarely,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.765726658759
