RecordNo,endtime,region,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
37,09/04/2020 14:41,Southeast,week 1,5,3,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,9,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,0.988315988,Male,37,5,1,Yes,No,No,No,No,No,No, , , , , 
38,09/04/2020 14:42,Southeast,week 1,6,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,27,6,1,Yes,No,No,No,No,No,No, , , , , 
39,09/04/2020 14:45,Southeast,week 1,1,0,3, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Sometimes,Rarely,Always,Frequently,Sometimes,Always, , ,Rarely,Frequently,Frequently,Always,Always,Sometimes,Not at all,Always,Rarely,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,21,7,0,No,No,No,No,Yes,Yes,No, , , , , 
40,09/04/2020 14:46,Red River Delta,week 1,4,10,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Always, , ,Sometimes,Frequently,Frequently,Always,Always,Sometimes,Sometimes,Rarely,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,28,5,0,No,No,No,No,Yes,Yes,No, , , , , 
41,09/04/2020 14:48,Red River Delta,week 1,3,5,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Always, ,Frequently,Sometimes,Frequently,Always,Always,Always,Always,Frequently,Always,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,33,4,2,No,No,No,No,No,No,Yes, , , , , 
42,09/04/2020 14:49,North and South Central Coast,week 1,2,2,0, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Frequently,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, , , , , , , , , ,0.993325009,Female,22,3,0,No,No,Yes,No,No,No,No, , , , , 
43,09/04/2020 14:51,Southeast,week 1,4,0,1,No,Not at all,No,No,Neither easy nor difficult,Somewhat willing,Always,Frequently,Sometimes,Sometimes,Always,Always,Frequently,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,?i ch? mua ?? ?n,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,1.004869776,Female,25,5,2,Yes,No,No,No,No,No,No, , , , , 
44,09/04/2020 14:53,Southeast,week 1,4,2,0, , , ,Yes,Somewhat easy,Very willing,Always,Rarely,Sometimes,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Rarely,Rarely,Rarely,Not at all,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,25,5,1,Yes,No,No,No,No,No,No, , , , , 
45,09/04/2020 14:54,Mekong River Delta,week 1,0,0,0, , , ,No,Not sure,Very unwilling,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,100,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, , , , , , , , , ,0.983917035,Male,28,5,1,No,Yes,No,No,No,No,No, , , , , 
46,09/04/2020 14:55,Mekong River Delta,week 1,3,5,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,29,3,1,Yes,No,No,No,No,No,No, , , , , 
47,09/04/2020 14:55,Southeast,week 1,2,3,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,33,4,2,Yes,No,No,No,No,No,No, , , , , 
48,09/04/2020 14:55,Red River Delta,week 1,3,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Always,Rarely,Frequently,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983322386,Male,47,4,2,Yes,No,No,No,No,No,No, , , , , 
49,09/04/2020 14:55,Mekong River Delta,week 1,5,2,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always, ,Frequently,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,23,3,0,No,Yes,No,No,No,No,No, , , , , 
50,09/04/2020 14:57,Central Highlands,week 1,1,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Frequently, ,Frequently,Frequently,Always,Always,Always,Always,Always,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,29,2,0,Yes,No,No,No,No,No,No, , , , , 
51,09/04/2020 14:57,Red River Delta,week 1,2,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Always,Not at all,Rarely,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,21,3,0,No,No,Yes,No,No,No,No, , , , , 
52,09/04/2020 15:01,Mekong River Delta,week 1,3,10,3, , , ,No,Very easy,Very willing,Frequently,Frequently,Sometimes,Always,Always,Sometimes,Not at all,Not at all, , ,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Frequently,Not at all,Frequently,Not at all,20, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983322386,Male,54,4,0,No,No,No,Yes,No,No,No, , , , , 
53,09/04/2020 15:01,Mekong River Delta,week 1,4,20,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Sometimes,Always,Sometimes,Frequently,Always,Always,Always,Sometimes,Rarely,Rarely,Always,Sometimes,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,?i làm,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004262465,Female,50,4,1,Yes,No,No,No,No,No,No, , , , , 
54,09/04/2020 15:03,Southeast,week 1,10,5,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Not at all,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Nhân viên ngân hàng,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,33,8 or more,3,Yes,No,No,No,No,No,No, , , , , 
55,09/04/2020 15:04,Southeast,week 1,4,10,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Always,Rarely,Sometimes,Sometimes,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Công ch?c,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,28,4,1,Yes,No,No,No,No,No,No, , , , , 
56,09/04/2020 15:07,Northern Midlands and Mountains,week 1,2,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,9,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,26,7,3,Yes,No,No,No,No,No,No, , , , , 
57,09/04/2020 15:18,Southeast,week 1,3,2,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,225, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,23,3,1,No,No,No,No,Yes,No,No, , , , , 
58,09/04/2020 15:21,Northern Midlands and Mountains,week 1,5,3,1, , , ,No,Somewhat difficult,Very willing,Always,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,9,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,32,5,2,No,Yes,No,No,No,No,No, , , , , 
59,09/04/2020 15:23,Southeast,week 1,4,10,2, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,Always,Always,Frequently,Frequently,Sometimes,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,0.97261299,Male,21,5,2,No,Yes,Yes,No,No,No,No, , , , , 
60,09/04/2020 15:24,Red River Delta,week 1,3,5,3, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Rarely,Sometimes,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,33,4,2,Yes,No,No,No,No,No,No, , , , , 
61,09/04/2020 15:29,Mekong River Delta,week 1,5,2,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,20,8 or more,2,No,Yes,No,No,No,No,No, , , , , 
62,09/04/2020 15:29,Red River Delta,week 1,4,100,2, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,25,2,2,Yes,No,No,No,No,No,No, , , , , 
63,09/04/2020 15:30,Northern Midlands and Mountains,week 1,4,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,22,5,1,No,No,Yes,No,No,No,No, , , , , 
64,09/04/2020 15:30,Southeast,week 1,5,6,5, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.993325009,Female,23,5,0,Yes,No,No,No,No,No,No, , , , , 
65,09/04/2020 15:30,Red River Delta,week 1,4,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always,Frequently, ,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,12,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.988315988,Male,41,4,0,Yes,Yes,No,No,No,No,No, , , , , 
66,09/04/2020 15:31,Red River Delta,week 1,3,4,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Rarely,Always,Frequently, ,Frequently,Always,Always,Always,Always,Always,Sometimes,Rarely,Always,Frequently,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Làm vi?c tr?c tuy?n,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.172911848,Male,61,3,0,Yes,No,No,No,No,No,No, , , , , 
67,09/04/2020 15:32,Southeast,week 1,4,4,0, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently, , ,Rarely,Frequently,Always,Always,Frequently,Sometimes,Always,Sometimes,Rarely,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,21,5,0,No,No,Yes,No,No,No,No, , , , , 
68,09/04/2020 15:32,Red River Delta,week 1,6,3,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently,Not at all,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.004869776,Female,29,6,1,Yes,No,No,No,No,No,No, , , , , 
69,09/04/2020 15:39,Southeast,week 1,2,20,3, , , ,Not sure,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Frequently,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Always,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.009362406,Female,36,2,0,Yes,No,No,No,No,No,No, , , , , 
70,09/04/2020 15:41,Southeast,week 1,2,20,2, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Not at all,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,22,2,0,No,No,No,No,Yes,No,No, , , , , 
71,09/04/2020 15:43,Red River Delta,week 1,2,2,3, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.988315988,Male,37,3,2,Yes,No,No,No,No,No,No, , , , , 
72,09/04/2020 15:44,Red River Delta,week 1,1,0,1, , , ,Yes,Very easy,Very willing,Always,Frequently,Sometimes,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,22,3,0,No,No,Yes,No,No,No,No, , , , , 
73,09/04/2020 15:45,Southeast,week 1,4,2,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Frequently,Always,Frequently,Always,Always, ,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Frequently,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not", ,No,No,No,No,No,Yes, ,0.993325009,Female,19,5,3,No,No,No,No,Yes,No,No, , , , , 
74,09/04/2020 15:47,Southeast,week 1,2,13,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.988315988,Male,40,3,1,Yes,No,No,No,No,No,No, , , , , 
75,09/04/2020 15:52,Mekong River Delta,week 1,10,1,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently, ,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.983917035,Male,27,6,1,No,No,No,No,Yes,No,No, , , , , 
76,09/04/2020 15:52,Northern Midlands and Mountains,week 1,5,1,2, , , ,No,Not sure,Very willing,Always,Frequently,Frequently,Frequently,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,Frequently,Always,Frequently,Always,Always,Always,Frequently,Always,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.993325009,Female,20,5,1,No,Yes,No,No,No,No,No, , , , , 
77,09/04/2020 15:54,Red River Delta,week 1,0,0,0, , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Rarely,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,22,2,0,Yes,No,No,No,No,No,No, , , , , 
78,09/04/2020 15:55,Red River Delta,week 1,0,10,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Sometimes,Frequently,Always,Not at all, ,Always,Sometimes,Not at all,Not at all,Always,Sometimes,Not at all,Sometimes,Sometimes,Frequently,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,25,1,0,Yes,No,No,No,No,No,No, , , , , 
79,09/04/2020 15:57,Red River Delta,week 1,6,5,0, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.988315988,Male,37,2,0,Yes,No,No,No,No,No,No, , , , , 
80,09/04/2020 16:05,Southeast,week 1,3,10,1, , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Sometimes, ,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Nhân viên bán hàng,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,31,3,0,Yes,No,No,No,No,No,No, , , , , 
81,09/04/2020 16:11,Southeast,week 1,2,2,2, , , ,Not sure,Neither easy nor difficult,Very willing,Always,Always,Not at all,Not at all,Not at all,Always,Always,Always,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No, ,Not sure, , , , , , , ,0.988315988,Male,35,4,2,No,Yes,No,No,No,No,No, , , , , 
82,09/04/2020 16:11,North and South Central Coast,week 1,30,35,30, , , ,Not sure,Somewhat easy,Very willing,Always,Always,Always,Sometimes,Frequently,Always,Not at all,Always, , ,Always,Always,Sometimes,Frequently,Rarely,Frequently,Sometimes,Frequently,Always,Frequently,100, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No, , ,No,No,No,No,No,Yes, ,1.004869776,Female,25,3,0,No,No,No,Yes,No,No,No, , , , , 
83,09/04/2020 16:15,Red River Delta,week 1,0,200,1, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Always,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Not at all,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,21,1,1,No,No,Yes,No,No,No,No, , , , , 
84,09/04/2020 16:18,Southeast,week 1,4,0,0, , , ,Not sure,Not sure,Not sure,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983322386,Male,49,5,1,No,No,No,No,Yes,No,No, , , , , 
85,09/04/2020 16:18,North and South Central Coast,week 1,5,50,5, , , ,Yes,Somewhat easy,Very willing,Always,Sometimes,Always,Frequently,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Frequently,Not at all,Always,Frequently,3,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,29,5,1,Yes,No,No,No,No,No,No, , , , , 
86,09/04/2020 16:23,Southeast,week 1,9,20,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Always,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004262465,Female,49,8 or more,1,Yes,No,No,No,No,No,No, , , , , 
87,09/04/2020 16:23,Red River Delta,week 1,4,10,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.009362406,Female,37,4,2,Yes,No,No,No,No,No,No, , , , , 
88,09/04/2020 16:24,Southeast,week 1,2,0,0, , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Always, , ,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.172911848,Male,60,3,0,No,No,No,Yes,No,No,No, , , , , 
